jornal,coluna,data,titulo,link,metaforico
Folha de S. Paulo,Ciência,2003-10-23,Cientistas identificam genes relacionados à esquizofrenia,https://www1.folha.uol.com.br/folha/ciencia/ult306u10418.shtml,0
Folha de S. Paulo,Mundo,2003-03-11,Três doentes mentais serão executados nos EUA,https://www1.folha.uol.com.br/folha/mundo/ult94u65126.shtml,0
Folha de S. Paulo,Mundo,2003-04-11,Mãe mata cinco de seus seis filhos na Argentina,https://www1.folha.uol.com.br/folha/mundo/ult94u65162.shtml,0
Folha de S. Paulo,Mundo,2003-05-11,Execução de doentes mentais gera críticas,https://www1.folha.uol.com.br/fsp/mundo/ft0511200309.htm,0
Folha de S. Paulo,Opinião,2003-10-11,LOUCURA EM JUÍZO,https://www1.folha.uol.com.br/fsp/opiniao/fz1011200302.htm,0
Folha de S. Paulo,Ilustrada,2003-11-26,""" Takes impressionistas""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2611200306.htm,0
Folha de S. Paulo,Ilustrada,2003-11-26,Projeto de psicanalista põe Super-8 nas mãos de José Agrippino,https://www1.folha.uol.com.br/folha/ilustrada/ult90u39179.shtml,0
Folha de S. Paulo,,2003-08-12,Escritora neozelandesa Janet Frame sofre de câncer terminal,https://www1.folha.uol.com.br/folha/ilustrada/ult90u39568.shtml,0
Folha de S. Paulo,BBC,2003-12-24,"Problemas na ""fiação"" do cérebro causariam esquizofrenia",https://www1.folha.uol.com.br/folha/bbc/ult272u27305.shtml,0
Folha de S. Paulo,Ciência,2004-10-02,DeCode anuncia gene que dobra o risco cardíaco,https://www1.folha.uol.com.br/fsp/ciencia/fe1002200404.htm,0
Folha de S. Paulo,Ilustrada,2004-12-03,O vingador do passado,https://www1.folha.uol.com.br/fsp/ilustrad/fq1203200406.htm,0
Folha de S. Paulo,Ilustrada,2004-12-03,Autor acreditava ter encontrado Deus em 1974,http://www1.folha.uol.com.br/fsp/ilustrad/fq1203200408.htm,0
Folha de S. Paulo,Ilustrada,2004-12-03,"Autor de ""Blade Runner"" retorna com adaptações de sua ficção",http://www1.folha.uol.com.br/folha/ilustrada/ult90u42299.shtml,0
Folha de S. Paulo,Ilustrada,2004-02-05,Filmes de hoje,http://www1.folha.uol.com.br/fsp/ilustrad/fq0205200402.htm,0
Folha de S. Paulo,Mundo,2004-05-18,Texas executa doente mental condenado à morte por assassinato,http://www1.folha.uol.com.br/folha/mundo/ult94u72789.shtml,0
Folha de S. Paulo,Cotidiano,2004-05-19,"Saúde: Depressão já atingiu 19,3% da população",http://www1.folha.uol.com.br/fsp/cotidian/ff1905200404.htm,0
Folha de S. Paulo,Ciência,2004-05-27,Genética: Detalhes separam chimpanzé do homem,http://www1.folha.uol.com.br/fsp/ciencia/fe2705200401.htm,0
Folha de S. Paulo,Ciência,2004-05-27,Cientistas completam seqüência de mais dois cromossomos humanos,http://www1.folha.uol.com.br/folha/ciencia/ult306u11843.shtml,0
Folha de S. Paulo,+mais!,2004-05-30,Confissões de um pensador,http://www1.folha.uol.com.br/fsp/mais/fs3005200404.htm,0
Folha de S. Paulo,Ilustrada,2004-05-06,"O signo do caos: ""Sou um filiado da pop art"", diz Agrippino",http://www1.folha.uol.com.br/fsp/ilustrad/fq0506200407.htm,0
Folha de S. Paulo,Cotidiano,2004-06-06,Entrevista: Evento promove disseminação de conhecimentos em psiquiatria,http://www1.folha.uol.com.br/fsp/cotidian/ff0606200426.htm,0
Folha de S. Paulo,BBC,2004-06-21,Pesquisadores criam bebida que pode ajudar esquizofrênicos,http://www1.folha.uol.com.br/folha/bbc/ult272u32539.shtml,0
Folha de S. Paulo,Cotidiano,2004-06-27,"Saúde: ""É preciso saber conviver com o imprevisível""",http://www1.folha.uol.com.br/fsp/cotidian/ff2706200419.htm,0
Folha de S. Paulo,Cotidiano,2004-06-27,"Saúde: Sem estrutura, reforma psiquiátrica atrasa",http://www1.folha.uol.com.br/fsp/cotidian/ff2706200416.htm,0
Folha de S. Paulo,Cotidiano,2004-06-27,"No Rio, doente é preso após agressão",http://www1.folha.uol.com.br/fsp/cotidian/ff2706200418.htm,0
Folha de S. Paulo,Equilírio,2004-06-27,"Para familiares, principal desafio é entender o mundo dos esquizofrênicos",http://www1.folha.uol.com.br/folha/equilibrio/noticias/ult263u3594.shtml,0
Folha de S. Paulo,Mundo,2004-07-14,Ohio executa assassino que escondeu corpos em geladeira,http://www1.folha.uol.com.br/folha/mundo/ult94u74699.shtml,0
Folha de S. Paulo,Ilustrada,2004-07-25,"Ouça a voz e o samba de Dona Ivone Lara, 83",https://www1.folha.uol.com.br/fsp/ilustrad/fq2507200418.htm,0
Folha de S. Paulo,Mundo,2004-06-08,Porteiro de jardim de infância esfaqueia 15 crianças na China,https://www1.folha.uol.com.br/folha/mundo/ult94u75337.shtml,0
Folha de S. Paulo,Ciência,2004-08-13,Terapia gênica transforma macaco preguiçoso em trabalhador dedicado,https://www1.folha.uol.com.br/fsp/ciencia/fe1308200403.htm,0
Folha de S. Paulo,+mais!,2004-08-15,Síndrome de Stendhal,https://www1.folha.uol.com.br/fsp/mais/fs1508200414.htm,0
Folha de S. Paulo,Cotidiano,2004-08-22,DEPOIMENTO,https://www1.folha.uol.com.br/fsp/cotidian/ff2208200409.htm,0
Folha de S. Paulo,Ilustrada,2004-08-25,A soma de tudo,https://www1.folha.uol.com.br/fsp/ilustrad/fq2508200406.htm,0
Folha de S. Paulo,Ilustrada,2004-09-14,Biografia sobre Bush e sua família chega às livrarias dos EUA,https://www1.folha.uol.com.br/folha/ilustrada/ult90u47356.shtml,0
Folha de S. Paulo,Ciência,2004-09-17,ESQUIZOFRENIA,https://www1.folha.uol.com.br/fsp/ciencia/fe1709200403.htm,0
Folha de S. Paulo,Ciência,2004-09-17,Esquizofrenia pode ter influência de fatores externos,https://www1.folha.uol.com.br/folha/ciencia/ult306u12424.shtml,0
Folha de S. Paulo,Empregos,2004-03-10,Ambiente de trabalho auxilia tratamento,https://www1.folha.uol.com.br/fsp/empregos/ce0310200421.htm,0
Folha de S. Paulo,Empregos,2004-03-10,Empresários elogiam atuação de estagiários,https://www1.folha.uol.com.br/fsp/empregos/ce0310200422.htm,0
Folha de S. Paulo,Ciência,2004-10-29,Pesquisa explica como estresse afeta a memória de curto prazo,https://www1.folha.uol.com.br/fsp/ciencia/fe2910200404.htm,0
Folha de S. Paulo,Cotidiano,2004-10-29,Governo inclui 4 remédios em programa de venda a preços populares,https://www1.folha.uol.com.br/folha/cotidiano/ult95u101290.shtml,0
Folha de S. Paulo,Esporte,2004-03-11,"Após sumiço de teste, federação irlandesa diz que sede foi invadida",https://www1.folha.uol.com.br/fsp/esporte/fk0311200418.htm,0
Folha de S. Paulo,BBC,2004-09-11,Estudo identifica falha no cérebro que pode explicar esquizofrenia,https://www1.folha.uol.com.br/folha/bbc/ult272u36907.shtml,0
Folha de S. Paulo,Esporte,2004-09-11,Contraprova confirma doping de cavalo de rival de Rodrigo Pessoa,https://www1.folha.uol.com.br/folha/esporte/ult92u82948.shtml,0
Folha de S. Paulo,Cotidiano,2004-11-14,Tratamento precoce atenua psicoses,https://www1.folha.uol.com.br/fsp/cotidian/ff1411200416.htm,0
Folha de S. Paulo,Mundo,2004-11-26,Homem armado com faca mata oito em escola na China,https://www1.folha.uol.com.br/folha/mundo/ult94u78762.shtml,0
Folha de S. Paulo,Ilustrada,2004-03-12,"Para não entender ""Timbalalaika""",https://www1.folha.uol.com.br/fsp/ilustrad/fq0312200417.htm,0
Folha de S. Paulo,Brasil,2004-05-12,Cinco leis de Sahlins,https://www1.folha.uol.com.br/fsp/brasil/fc0512200417.htm,0
Folha de S. Paulo,Mercado,2004-12-15,PF busca quadrilha no RS acusada de fraudar benefícios do INSS,https://www1.folha.uol.com.br/folha/dinheiro/ult91u91709.shtml,0
Folha de S. Paulo,BBC,2005-01-15,Terapia com cachorro pode ajudar esquizofrênicos,https://www1.folha.uol.com.br/folha/bbc/ult272u38776.shtml,0
Folha de S. Paulo,Mundo,2005-01-19,Câmara de gás matou parente de Adolf Hitler,https://www1.folha.uol.com.br/fsp/mundo/ft1901200513.htm,0
Folha de S. Paulo,Equilírio,2005-03-02,Vício camuflado,https://www1.folha.uol.com.br/fsp/equilibrio/eq0302200512.htm,0
Folha de S. Paulo,Mundo,2005-03-02,Morte de enfermeiras coloca sigilo médico em questão na França,https://www1.folha.uol.com.br/folha/mundo/ult94u80595.shtml,0
Folha de S. Paulo,Ciência,2005-02-17,Estudo ajuda a entender causas genéticas da esquizofrenia,https://www1.folha.uol.com.br/folha/ciencia/ult306u12938.shtml,0
Folha de S. Paulo,Ciência,2005-02-21,Pequeno desequilíbrio num gene pode ser causa da esquizofrenia,https://www1.folha.uol.com.br/folha/ciencia/ult306u12957.shtml,0
Folha de S. Paulo,Ilustrada,2005-02-27,A cura pelo afeto,https://www1.folha.uol.com.br/fsp/ilustrad/fq2702200519.htm,0
Folha de S. Paulo,BBC,2005-01-03,Maconha pode 'dobrar o risco de doenças mentais',https://www1.folha.uol.com.br/folha/bbc/ult272u40143.shtml,0
Folha de S. Paulo,BBC,2005-02-03,"Organização da polícia não ajuda luta antidrogas no Brasil, diz ONU",https://www1.folha.uol.com.br/folha/bbc/ult272u40163.shtml,0
Folha de S. Paulo,Equilírio,2005-03-17,Maconha pode duplicar o risco de doenças mentais,https://www1.folha.uol.com.br/fsp/equilibrio/eq1703200515.htm,0
Folha de S. Paulo,BBC,2005-01-04,Cientistas dizem ter detectado área do cérebro que controla a confiança,https://www1.folha.uol.com.br/folha/bbc/ult272u41111.shtml,0
Folha de S. Paulo,Cotidiano,2005-04-18,Cabeleireiro mata pai e fere mãe no interior de Pernambuco,https://www1.folha.uol.com.br/folha/cotidiano/ult95u108075.shtml,0
Folha de S. Paulo,DW,2005-04-27,Medo e depressão se alastram na Europa,https://www1.folha.uol.com.br/folha/dw/ult1908u2518.shtml,0
Folha de S. Paulo,Cotidiano,2005-10-05,Liminar garante luz e água a soropositiva,https://www1.folha.uol.com.br/fsp/cotidian/ff1005200529.htm,0
Folha de S. Paulo,Cotidiano,2005-05-15,EUA proíbem remédio para idosos,https://www1.folha.uol.com.br/fsp/cotidian/ff1505200517.htm,0
Folha de S. Paulo,Mercado,2005-05-20,"Preços de mil medicamentos devem cair 11%, diz Saúde",https://www1.folha.uol.com.br/folha/dinheiro/ult91u96510.shtml,0
Folha de S. Paulo,Cotidiano,2005-05-21,Confira a relação de substâncias que terão desconto,https://www1.folha.uol.com.br/fsp/cotidian/ff2105200505.htm,0
Folha de S. Paulo,Ilustrada,2005-05-22,"""As Horas"" entrelaça dramas de mulheres em 3 tempos",https://www1.folha.uol.com.br/fsp/ilustrad/fq2205200512.htm,0
Folha de S. Paulo,Especial,2005-05-06,"""Não é fácil ser uma Einstein""",https://www1.folha.uol.com.br/fsp/especial/fj0506200508.htm,0
Folha de S. Paulo,Ciência,2005-12-06,Aquecimento global: o debate esquenta,https://www1.folha.uol.com.br/fsp/ciencia/fe1206200502.htm,0
Folha de S. Paulo,CIência,2005-06-16,"""DNA-canguru"" ajuda a configurar cérebro",https://www1.folha.uol.com.br/fsp/ciencia/fe1606200501.htm,0
Folha de S. Paulo,Mundo,2005-06-19,Limites da saúde mental acendem debate nos EUA,https://www1.folha.uol.com.br/fsp/mundo/ft1906200517.htm,0
Folha de S. Paulo,CIência,2005-06-19,Remédio contra a esquizofrenia pode combater Sars,https://www1.folha.uol.com.br/folha/ciencia/ult306u13303.shtml,0
Folha de S. Paulo,CIência,2005-01-07,"Veja lista das 125 perguntas da ciência do futuro na revista ""Science""",https://www1.folha.uol.com.br/folha/ciencia/ult306u13353.shtml,0
Folha de S. Paulo,CIência,2005-12-07,Médico sugere moratória de publicações,https://www1.folha.uol.com.br/fsp/ciencia/fe1207200501.htm,0
Folha de S. Paulo,BBC,2005-12-07,Pesquisa indica 'por que voz imaginária é masculina',https://www1.folha.uol.com.br/folha/bbc/ult272u44436.shtml,0
Folha de S. Paulo,BBC,2005-07-23,Correspondência registra o naufrágio de uma época e de seus indivíduos,https://www1.folha.uol.com.br/folha/bbc/ult272u44436.shtml,0
Folha de S. Paulo,Cotidiano,2005-07-24,"Esquizofrenia atinge 1,8 milhão de pessoas no Brasil",https://www1.folha.uol.com.br/fsp/cotidian/ff2407200526.htm,0
Folha de S. Paulo,Cotidiano,2005-07-24,"""Negar a doença não me ajudou""",https://www1.folha.uol.com.br/fsp/cotidian/ff2407200528.htm,0
Folha de S. Paulo,BBC,2005-03-08,Estudo liga fome durante a gravidez com esquizofrenia,https://www1.folha.uol.com.br/folha/bbc/ult272u45115.shtml,0
Folha de S. Paulo,Cotidiano,2005-08-28,Psiquiatra fará palestra sobre esquizofrenia,https://www1.folha.uol.com.br/fsp/cotidian/ff2808200517.htm,0
Folha de S. Paulo,CIência,2005-08-30,Mortes e demissão podem desencadear doenças psiquiátricas,https://www1.folha.uol.com.br/folha/ciencia/ult306u13657.shtml,0
Folha de S. Paulo,Equilírio,2005-09-29,Estudo avalia antipsicóticos,https://www1.folha.uol.com.br/fsp/equilibrio/eq2909200510.htm,0
Folha de S. Paulo,Equilírio,2005-09-29,CUIDAR E SER CUIDADO,https://www1.folha.uol.com.br/fsp/equilibrio/eq2909200506.htm,0
Folha de S. Paulo,Equilírio,2005-09-29,Benefícios terapêuticos das plantas vão além do alívio,https://www1.folha.uol.com.br/folha/equilibrio/noticias/ult263u4022.shtml,0
Folha de S. Paulo,BBC,2005-04-10,Ator de Raça,https://www1.folha.uol.com.br/folha/bbc/ult272u46893.shtml,0
Folha de S. Paulo,CIência,2005-06-10,"Qualidade do sono é hereditária, dizem pesquisadores",https://www1.folha.uol.com.br/folha/ciencia/ult306u13819.shtml,0
Folha de S. Paulo,Cotidiano,2005-10-14,Doente mental é barrado em evento,https://www1.folha.uol.com.br/fsp/cotidian/ff1410200518.htm,0
Folha de S. Paulo,Cotidiano,2005-10-15,"Maconha não é inócua, dizem psiquiatras",https://www1.folha.uol.com.br/fsp/cotidian/ff1510200524.htm,0
Folha de S. Paulo,Cotidiano,2005-10-18,Consenso sobre maconha gera protestos,https://www1.folha.uol.com.br/fsp/cotidian/ff1810200518.htm,0
Folha de S. Paulo,CIência,2005-10-23,Cérebro em movimento,https://www1.folha.uol.com.br/fsp/ciencia/fe2310200501.htm,0
Folha de S. Paulo,BBC,2005-01-12,Maconha 'pode antecipar sintomas de esquizofrenia',https://www1.folha.uol.com.br/folha/bbc/ult272u48624.shtml,0
Folha de S. Paulo,BBC,2005-12-23,Pesquisa sobre evolução 'é maior feito da Ciência em 2005',https://www1.folha.uol.com.br/folha/bbc/ult272u49303.shtml,0
Folha de S. Paulo,Colunas,2006-07-01,Escolha a sua loucura,https://www1.folha.uol.com.br/colunas/luizcaversan/383387-pescolha-a-sua-loucurap.shtml,0
Folha de S. Paulo,Cotidiano,2006-08-01,HC procura portadores de esquizofrenia para estudo,https://www1.folha.uol.com.br/fsp/cotidian/ff0801200610.htm,0
Folha de S. Paulo,Equilírio,2006-12-01,Cérebro alimentado,https://www1.folha.uol.com.br/fsp/equilibrio/eq1201200607.htm,0
Folha de S. Paulo,Cotidiano,2006-02-02,"Engenheiro tenta embarcar armado em avião, atira e foge",https://www1.folha.uol.com.br/folha/cotidiano/ult95u117923.shtml,0
Folha de S. Paulo,Cotidiano,2006-05-02,CDFs da USP avaliam se esforço valeu a pena,https://www1.folha.uol.com.br/fsp/cotidian/ff0502200601.htm,0
Folha de S. Paulo,Equilírio,2006-02-16,Felicidade para o coração,https://www1.folha.uol.com.br/fsp/equilibrio/eq1602200605.htm,0
Folha de S. Paulo,Cotidiano,2006-02-22,Polícia prende suspeita de tentar matar filho de 4 anos em SP,https://www1.folha.uol.com.br/folha/cotidiano/ult95u118588.shtml,0
Folha de S. Paulo,Mundo,2006-04-04,Júri diz que Moussaoui pode ser executado,https://www1.folha.uol.com.br/fsp/mundo/ft0404200601.htm,0
Folha de S. Paulo,+mais!,2006-04-16,Entre Batman e Bourdieu,https://www1.folha.uol.com.br/fsp/mais/fs1604200613.htm,0
Folha de S. Paulo,Mundo,2006-04-16,Julgamento do conspirador do 11 de setembro chega à etapa final,https://www1.folha.uol.com.br/folha/mundo/ult94u94938.shtml,0
Folha de S. Paulo,CIência,2006-04-18,"Inteligência protege contra doenças mentais, diz estudo",https://www1.folha.uol.com.br/folha/ciencia/ult306u14525.shtml,0
Folha de S. Paulo,Mundo,2006-04-24,Júri se retira para deliberar sobre suspeito do 11 de Setembro,https://www1.folha.uol.com.br/folha/mundo/ult94u95237.shtml,0
Folha de S. Paulo,Ilustrada,2006-02-05,ESQUIZOFRENIA,https://www1.folha.uol.com.br/fsp/ilustrad/fq0205200608.htm,0
Folha de S. Paulo,CIência,2006-02-05,"Tendência suicida está ligada ao mês de nascimento, diz estudo",https://www1.folha.uol.com.br/folha/ciencia/ult306u14583.shtml,0
Folha de S. Paulo,Mundo,2006-03-05,Júri pede prisão perpétua para acusado por envolvimento no 11/9,https://www1.folha.uol.com.br/folha/mundo/ult94u95585.shtml,0
Folha de S. Paulo,Mundo,2006-04-05,Júri poupa a vida do único condenado do 11/9,https://www1.folha.uol.com.br/fsp/mundo/ft0405200604.htm,0
Folha de S. Paulo,Mundo,2006-04-05,Único acusado do 11/9 volta ao tribunal nesta quinta,https://www1.folha.uol.com.br/folha/mundo/ult94u95606.shtml,0
Folha de S. Paulo,Cotidiano,2006-12-05,"Pacientes levam o seu ""orgulho louco"" à Paulista amanhã",https://www1.folha.uol.com.br/fsp/cotidian/ff1205200619.htm,0
Folha de S. Paulo,Ilustrada,2006-05-23,Sandra Bullock pede à Justiça que mantenha homem longe dela,https://www1.folha.uol.com.br/folha/ilustrada/ult90u60727.shtml,0
Folha de S. Paulo,Cotidiano,2006-11-06,Empreendedor social precisa ter idéias inovadoras,https://www1.folha.uol.com.br/fsp/cotidian/ff1106200614.htm,0
Folha de S. Paulo,Mundo,2006-06-27,"Maconha está cada vez mais potente, alerta ONU",https://www1.folha.uol.com.br/fsp/mundo/ft2706200613.htm,0
Folha de S. Paulo,+mais!,2006-07-16,Psicose e Laço Social,https://www1.folha.uol.com.br/fsp/mais/fs1607200612.htm,0
Folha de S. Paulo,Folhateen,2006-07-17,O Floyd ainda pulsa,https://www1.folha.uol.com.br/fsp/folhatee/fm1707200607.htm,0
Folha de S. Paulo,Ilustrada,2006-07-24,"FOLHA PROMOVE A PRÉ-ESTRÉIA DE ""ESTAMIRA""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2407200620.htm,0
Folha de S. Paulo,Ilustrada,2006-07-28,Profetiza do lixo nasce de bela fotografia,https://www1.folha.uol.com.br/fsp/ilustrad/fq2807200616.htm,0
Folha de S. Paulo,CIência,2006-03-08,Estudo identifica parte do cérebro ligada ao vício de jogar,https://www1.folha.uol.com.br/folha/ciencia/ult306u14974.shtml,0
Folha de S. Paulo,BBC,2006-10-08,Patroa acusada de matar babá de 11 anos vai a júri popular,https://www1.folha.uol.com.br/folha/bbc/ult272u55859.shtml,0
Folha de S. Paulo,CIência,2006-08-30,Gene saltador pode explicar o autismo,https://www1.folha.uol.com.br/fsp/ciencia/fe3008200602.htm,0
Folha de S. Paulo,Cotidiano,2006-10-28,"Paciente que participou de programa diz ter ficado ""mais esperta"" com o estágio",https://www1.folha.uol.com.br/fsp/cotidian/ff2810200634.htm,0
Folha de S. Paulo,Cotidiano,2006-10-28,Doença atinge 1% da população,https://www1.folha.uol.com.br/fsp/cotidian/ff2810200633.htm,0
Folha de S. Paulo,Cotidiano,2006-10-28,Reintegração acelera recuperação de esquizofrênicos,https://www1.folha.uol.com.br/fsp/cotidian/ff2810200632.htm,0
Folha de S. Paulo,Cotidiano,2006-10-30,Técnico foi internado e se separou da mulher por causa de efeitos do acidente,https://www1.folha.uol.com.br/fsp/cotidian/ff3010200616.htm,0
Folha de S. Paulo,CIência,2006-09-20,Gene liga esquizofrenia a desenvolvimento cerebral,https://www1.folha.uol.com.br/fsp/ciencia/fe2009200601.htm,0
Folha de S. Paulo,CIência,2006-09-20,Mutação genética aumenta em 30% risco de esquizofrenia,https://www1.folha.uol.com.br/folha/ciencia/ult306u15211.shtml,0
Folha de S. Paulo,CIência,2006-09-29,"""Google"" genômico acelera a pesquisa de novos remédios",https://www1.folha.uol.com.br/fsp/ciencia/fe2909200601.htm,0
Folha de S. Paulo,CIência,2006-11-10,Delírio e insônia conectam esquizofrenia a Parkinson,https://www1.folha.uol.com.br/fsp/ciencia/fe1110200601.htm,0
Folha de S. Paulo,CIência,2006-11-10,Nova pesquisa ressuscita idéia antiga de Freud,https://www1.folha.uol.com.br/fsp/ciencia/fe1110200602.htm,0
Folha de S. Paulo,CIência,2006-10-15,Freezers no corredor,https://www1.folha.uol.com.br/fsp/ciencia/fe1510200603.htm,0
Folha de S. Paulo,+mais!,2006-10-15,A equação da diferença,https://www1.folha.uol.com.br/fsp/mais/fs1510200609.htm,0
Folha de S. Paulo,Ilustrada,2006-10-22,Fora da História,https://www1.folha.uol.com.br/fsp/ilustrad/fq2210200625.htm,0
Folha de S. Paulo,Ilustrada,2006-10-27,"Diretor ironiza realismo em animação em ""A Scanner Darkly""",https://www1.folha.uol.com.br/folha/ilustrada/ult90u65523.shtml,0
Folha de S. Paulo,BBC,2006-10-30,Estudo descobre ligação entre gene e esquizofrenia,https://www1.folha.uol.com.br/folha/bbc/ult272u58192.shtml,0
Folha de S. Paulo,Equilírio,2006-11-16,ESQUIZOFRENIA,https://www1.folha.uol.com.br/fsp/equilibrio/eq1611200613.htm,0
Folha de S. Paulo,Equilírio,2006-11-23,Minorias estão mais sujeitas a doenças psíquicas,https://www1.folha.uol.com.br/fsp/equilibrio/eq2311200613.htm,0
Folha de S. Paulo,Ilustrada,2006-11-25,ESCRITA LIVROU LARS NORÉN DA ESQUIZOFRENIA,https://www1.folha.uol.com.br/fsp/ilustrad/fq2511200632.htm,0
Folha de S. Paulo,CIência,2006-11-25,França inaugura o maior complexo do mundo de estudo do cérebro,https://www1.folha.uol.com.br/folha/ciencia/ult306u15571.shtml,0
Folha de S. Paulo,CIência,2006-08-12,Perda de tecido cerebral pode revelar risco de esquizofrenia,https://www1.folha.uol.com.br/folha/ciencia/ult306u15664.shtml,0
Folha de S. Paulo,Cotidiano,2006-12-19,Laboratório é acusado de fazer propaganda irregular de remédio,https://www1.folha.uol.com.br/fsp/cotidian/ff1912200621.htm,0
Folha de S. Paulo,Acontece,2006-12-19,"Recuperado, Lanny ressurge com sua guitarra",https://www1.folha.uol.com.br/fsp/acontece/ac1912200601.htm,0
Folha de S. Paulo,Ilustrada,2006-12-24,Um tapa na televisão,https://www1.folha.uol.com.br/fsp/ilustrad/fq2412200624.htm,0
Folha de S. Paulo,Ilustrada,2006-12-26,Reflexões baratas,https://www1.folha.uol.com.br/fsp/ilustrad/fq2612200620.htm,0
Folha de S. Paulo,Cotidiano,2007-06-01,Laboratório pagará US$ 500 mi a pacientes,https://www1.folha.uol.com.br/fsp/cotidian/ff0601200722.htm,0
Folha de S. Paulo,Equilírio,2007-11-01,Magnetismo que cura,https://www1.folha.uol.com.br/fsp/equilibrio/eq1101200701.htm,0
Folha de S. Paulo,Equilibrio e saúde,2007-11-01,Tratamento por estimulação magnética ainda necessita de diretrizes,https://www1.folha.uol.com.br/folha/equilibrio/noticias/ult263u4284.shtml,0
Folha de S. Paulo,Ilustrada,2007-12-01,"""Mais Estranho que a Ficção"" tem herói tímido, medíocre e irresistível",https://www1.folha.uol.com.br/folha/ilustrada/ult90u67514.shtml,0
Folha de S. Paulo,CIência,2007-01-02,Grupo explica ação do LSD no cérebro de mamíferos,https://www1.folha.uol.com.br/fsp/ciencia/fe0102200701.htm,0
Folha de S. Paulo,BBC,2007-09-02,Estudo liga gene da inteligência à esquizofrenia,https://www1.folha.uol.com.br/folha/bbc/ult272u60755.shtml,0
Folha de S. Paulo,Empregos,2007-11-02,"Quando analisados por grupo de doenças mentais, os distúrbios mais prevalecentes são*",https://www1.folha.uol.com.br/fsp/empregos/ce1102200707.htm,0
Folha de S. Paulo,Informática,2007-02-14,Vida dupla,https://www1.folha.uol.com.br/fsp/informat/fr1402200701.htm,0
Folha de S. Paulo,Cotidiano,2007-02-03,Idade pode reduzir fertilidade masculina,https://www1.folha.uol.com.br/fsp/cotidian/ff0203200720.htm,0
Folha de S. Paulo,Cotidiano,2007-11-03,Doente mental morre mais cedo,https://www1.folha.uol.com.br/fsp/cotidian/ff1103200712.htm,0
Folha de S. Paulo,Ilustrada,2007-01-04,"Saiba mais sobre Munch, que colocou a Noruega no mapa da Europa",https://www1.folha.uol.com.br/folha/ilustrada/ult90u69916.shtml,0
Folha de S. Paulo,Mundo,2007-04-19,"Autor de massacre nos EUA buscava glória póstuma, dizem analistas",https://www1.folha.uol.com.br/folha/mundo/ult94u106579.shtml,0
Folha de S. Paulo,Equilíbrio,2007-10-05,ENCONTRO SOBRE ESQUIZOFRENIA,https://www1.folha.uol.com.br/fsp/equilibrio/eq1005200716.htm,0
Folha de S. Paulo,Mercado,2007-05-22,Perito contesta benefício por incapacidade,https://www1.folha.uol.com.br/fsp/dinheiro/fi2205200720.htm,0
Folha de S. Paulo,Ilustrada,2007-08-06,Universo paralelo,https://www1.folha.uol.com.br/fsp/ilustrad/fq0806200710.htm,0
Folha de S. Paulo,Cotidiano,2007-06-13,DESCONTOS PARA O SUS,https://www1.folha.uol.com.br/fsp/cotidian/ff1306200718.htm,0
Folha de S. Paulo,+mais!,2007-06-17,"""Desconheço evidências de grande efeito terapêutico""",https://www1.folha.uol.com.br/fsp/mais/fs1706200707.htm,0
Folha de S. Paulo,Equilíbrio,2007-06-21,não contém glúten,https://www1.folha.uol.com.br/fsp/equilibrio/eq2106200705.htm,0
Folha de S. Paulo,BBC,2007-07-27,"Maconha pode aumentar risco de psicose, diz estudo",https://www1.folha.uol.com.br/bbc/2007/07/315554-maconha-pode-aumentar-risco-de-psicose-diz-estudo.shtml,0
Folha de S. Paulo,CIência,2007-07-31,Grupo altera DNA de roedor para induzir esquizofrenia,https://www1.folha.uol.com.br/fsp/ciencia/fe3107200703.htm,0
Folha de S. Paulo,CIência,2007-07-31,"Cientistas dos EUA desenvolvem cobaias com ""esquizofrenia""",https://www1.folha.uol.com.br/folha/ciencia/ult306u316360.shtml,0
Folha de S. Paulo,CIência,2007-01-08,Pesquisa encontra gene associado a canhotos e esquizofrênicos,https://www1.folha.uol.com.br/ciencia/2007/08/316657-pesquisa-encontra-gene-associado-a-canhotos-e-esquizofrenicos.shtml,0
Folha de S. Paulo,Equilíbrio,2007-02-08,Seminários sobre esquizofrenia,https://www1.folha.uol.com.br/fsp/equilibrio/eq0208200710.htm,0
Folha de S. Paulo,BBC,2007-08-21,"Mostra em Londres revela ""estranho mundo dos gatos""",https://www1.folha.uol.com.br/bbc/2007/08/321797-mostra-em-londres-revela-estranho-mundo-dos-gatos.shtml,0
Folha de S. Paulo,Ilustrada,2007-08-28,Robert Downey Jr. e Jamie Foxx estrelam filme sobre violinista,https://www1.folha.uol.com.br/ilustrada/2007/08/323755-robert-downey-jr-e-jamie-foxx-estrelam-filme-sobre-violinista.shtml,0
Folha de S. Paulo,Cotidiano,2007-02-09,"Andarilha está viva, mas já teve até um ""enterro""",https://www1.folha.uol.com.br/fsp/cotidian/ff0209200703.htm,0
Folha de S. Paulo,Cotidiano,2007-02-09,Golpistas fraudam registro de morte para obter seguro,https://www1.folha.uol.com.br/fsp/cotidian/ff0209200701.htm,0
Folha de S. Paulo,CIência,2007-06-09,"""Pó de anjo"" é usado na busca de tratamento para esquizofrenia",https://www1.folha.uol.com.br/folha/ciencia/ult306u326241.shtml,0
